route_id,service_id,trip_id,trip_headsign,block_id,direction_id,shape_id
10088,1,3118744,"Byberry East Industrial Park",1006,0,132904
10088,1,3118745,"Decatur - Drummond",2152,0,132902
10088,1,3118746,"Byberry East Industrial Park",1001,0,132904
10088,1,3118747,"Parx Casino via Drummond - Decatur",2151,0,132901
10088,1,3118748,"Parx Casino via Drummond - Decatur",1151,0,132901
10088,1,3118749,"Parx Casino",2153,0,132900
10088,1,3118750,"Parx Casino",1007,0,132900
10088,1,3118751,"Parx Casino",2151,0,132900
10088,1,3118752,"Parx Casino via Drummond - Decatur",1470,0,132901
10088,1,3118753,"Parx Casino",2156,0,132900
10088,1,3118754,"Parx Casino",2157,0,132900
10088,1,3118755,"Parx Casino",1007,0,132900
10088,1,3118756,"Parx Casino",2412,0,132900
10088,1,3118757,"Parx Casino",1009,0,132900
10088,1,3118758,"Roosevelt - Pratt",1012,0,132903
10088,1,3118759,"Decatur - Drummond",2155,0,132902
10088,1,3118760,"Decatur - Drummond",2151,0,132907
10088,1,3118761,"Decatur - Drummond",1001,0,132907
10088,1,3118762,"Decatur - Drummond",1151,0,132902
10088,1,3118763,"Decatur - Drummond",2153,0,132906
10088,1,3118764,"Decatur - Drummond",1003,0,132907
10088,1,3118765,"Byberry East Industrial Park",2780,0,132904
10088,1,3118766,"Decatur - Drummond",1002,0,132905
10088,1,3118767,"Decatur - Drummond",1004,0,132906
10088,1,3118768,"Parx Casino via Drummond - Decatur",2781,0,132901
10088,1,3118769,"Decatur - Drummond",1005,0,132906
10088,1,3118770,"Decatur - Drummond",2154,0,132902
10088,1,3118771,"Parx Casino via Drummond - Decatur",2154,0,132901
10088,1,3118772,"54th - City",1484,1,132911
10088,1,3118773,"54th - City",1009,1,132911
10088,1,3118774,"54th - City via Drummond - Decatur",1470,1,132909
10088,1,3118775,"Wissahickon Transportation Ctr",1517,1,132913
10088,1,3118776,"54th - City",1012,1,132910
10088,1,3118777,"54th - City",2512,1,132910
10088,1,3118778,"54th - City",2157,1,132908
10088,1,3118779,"Wissahickon Transportation Ctr",2155,1,132914
10088,1,3118780,"Wissahickon Transportation Ctr",2558,1,132912
10088,1,3118781,"Wissahickon Transportation Ctr",1243,1,132912
10088,1,3118782,"54th - City via Drummond - Decatur",2156,1,132909
10088,1,3118783,"54th - City",2152,1,132911
10088,1,3118784,"54th - City",2151,1,132911
10088,1,3118785,"Wissahickon Transportation Ctr",1001,1,132914
10088,1,3118786,"54th - City",1151,1,132911
10088,1,3118787,"54th - City",2153,1,132911
10088,1,3118788,"54th - City",2781,1,132908
10088,1,3118789,"54th - City",2154,1,132911
10088,1,3118790,"54th - City",2152,1,132908
10088,1,3118791,"54th - City via Drummond - Decatur",2151,1,132909
10088,1,3118792,"54th - City via Drummond - Decatur",1470,1,132909
10088,1,3118793,"54th - City",2153,1,132908
10088,1,3118794,"54th - City",1007,1,132908
10088,1,3118795,"54th - City via Drummond - Decatur",2155,1,132909
10088,1,3118796,"54th - City",1002,1,132911
10088,1,3118797,"23rd - Venango",2412,1,132915
10088,1,3118798,"23rd - Venango",1010,1,132915
10088,1,3118799,"23rd - Venango",1011,1,132915
10088,1,3118800,"Wissahickon Transportation Ctr",1517,1,132913
10088,1,3118801,"54th - City",1014,1,132910
10088,1,3198132,"54th - City",1484,1,132911
10088,1,3199153,"23rd - Venango",2412,1,132915
10089,1,3118834,"13th-Market",9053,0,132920
10089,1,3118835,"13th-Market",9051,0,132920
10089,1,3118836,"13th-Market",9054,0,132920
10089,1,3118837,"13th-Market",9052,0,132920
10089,1,3118838,"13th-Market",9055,0,132920
10089,1,3118839,"13th-Market",9053,0,132920
10089,1,3118840,"13th-Market",9056,0,132920
10089,1,3118841,"13th-Market",9057,0,132920
10089,1,3118842,"13th-Market",9051,0,132920
10089,1,3118843,"13th-Market",9058,0,132920
10089,1,3118844,"13th-Market",9059,0,132920
10089,1,3118845,"13th-Market",9054,0,132920
10089,1,3118846,"13th-Market",9060,0,132920
10089,1,3118847,"13th-Market",9052,0,132920
10089,1,3118848,"13th-Market",9061,0,132920
10089,1,3118849,"13th-Market",9062,0,132920
10089,1,3118850,"13th-Market",9055,0,132920
10089,1,3118851,"13th-Market",9053,0,132920
10089,1,3118852,"13th-Market",9063,0,132920
10089,1,3118853,"13th-Market",9056,0,132920
10089,1,3118854,"13th-Market",9064,0,132920
10089,1,3118855,"13th-Market",9057,0,132920
10089,1,3118856,"13th-Market",9051,0,132920
10089,1,3118857,"13th-Market",9058,0,132920
10089,1,3118858,"13th-Market",9059,0,132920
10089,1,3118859,"13th-Market",9054,0,132920
10089,1,3118860,"13th-Market",9060,0,132920
10089,1,3118861,"13th-Market",9052,0,132920
10089,1,3118862,"13th-Market",9061,0,132920
10089,1,3118863,"13th-Market",9062,0,132920
10089,1,3118864,"13th-Market",9055,0,132920
10089,1,3118865,"13th-Market",9053,0,132920
10089,1,3118866,"13th-Market",9063,0,132920
10089,1,3118867,"13th-Market",9064,0,132920
10089,1,3118868,"13th-Market",9057,0,132920
10089,1,3118869,"13th-Market",9065,0,132920
10089,1,3118870,"13th-Market",9054,0,132920
10089,1,3118871,"13th-Market",9060,0,132920
10089,1,3118872,"13th-Market",9061,0,132920
10089,1,3118873,"13th-Market",9062,0,132920
10089,1,3118874,"13th-Market",9055,0,132920
10089,1,3118875,"13th-Market",9053,0,132920
10089,1,3118876,"13th-Market",9066,0,132920
10089,1,3118877,"13th-Market",9064,0,132920
10089,1,3118878,"13th-Market",9065,0,132920
10089,1,3118879,"13th-Market",9067,0,132920
10089,1,3118880,"13th-Market",9060,0,132920
10089,1,3118881,"13th-Market",9061,0,132920
10089,1,3118882,"13th-Market",9068,0,132920
10089,1,3118883,"13th-Market",9069,0,132920
10089,1,3118884,"13th-Market",9053,0,132920
10089,1,3118885,"13th-Market",9066,0,132920
10089,1,3118886,"13th-Market",9070,0,132920
10089,1,3118887,"13th-Market",9065,0,132920
10089,1,3118888,"13th-Market",9067,0,132920
10089,1,3118889,"13th-Market",9071,0,132920
10089,1,3118890,"13th-Market",9072,0,132920
10089,1,3118891,"13th-Market",9068,0,132920
10089,1,3118892,"13th-Market",9069,0,132920
10089,1,3118893,"13th-Market",9073,0,132920
10089,1,3118894,"13th-Market",9066,0,132920
10089,1,3118895,"13th-Market",9070,0,132920
10089,1,3118896,"13th-Market",9074,0,132920
10089,1,3118897,"13th-Market",9075,0,132920
10089,1,3118898,"13th-Market",9071,0,132920
10089,1,3118899,"13th-Market",9076,0,132920
10089,1,3118900,"13th-Market",9072,0,132920
10089,1,3118901,"13th-Market",9068,0,132920
10089,1,3118902,"13th-Market",9077,0,132920
10089,1,3118903,"13th-Market",9069,0,132920
10089,1,3118904,"13th-Market",9078,0,132920
10089,1,3118905,"13th-Market",9073,0,132920
10089,1,3118906,"13th-Market",9079,0,132920
10089,1,3118907,"13th-Market",9066,0,132920
10089,1,3118908,"13th-Market",9080,0,132920
10089,1,3118909,"13th-Market",9070,0,132920
10089,1,3118910,"13th-Market",9081,0,132920
10089,1,3118911,"13th-Market",9074,0,132920
10089,1,3118912,"13th-Market",9082,0,132920
10089,1,3118913,"13th-Market",9075,0,132920
10089,1,3118914,"13th-Market",9083,0,132920
10089,1,3118915,"13th-Market",9071,0,132920
10089,1,3118916,"13th-Market",9076,0,132920
10089,1,3118917,"13th-Market",9072,0,132920
10089,1,3118918,"13th-Market",9084,0,132920
10089,1,3118919,"13th-Market",9077,0,132920
10089,1,3118920,"13th-Market",9069,0,132920
10089,1,3118921,"13th-Market",9078,0,132920
10089,1,3118922,"13th-Market",9073,0,132920
10089,1,3118923,"13th-Market",9079,0,132920
10089,1,3118924,"13th-Market",9066,0,132920
10089,1,3118925,"13th-Market",9080,0,132920
10089,1,3118926,"13th-Market",9070,0,132920
10089,1,3118927,"13th-Market",9081,0,132920
10089,1,3118928,"13th-Market",9074,0,132920
10089,1,3118929,"13th-Market",9082,0,132920
10089,1,3118930,"13th-Market",9075,0,132920
10089,1,3118931,"13th-Market",9083,0,132920
10089,1,3118932,"13th-Market",9071,0,132920
10089,1,3118933,"13th-Market",9076,0,132920
10089,1,3118934,"13th-Market",9072,0,132920
10089,1,3118935,"13th-Market",9084,0,132920
10089,1,3118936,"13th-Market",9069,0,132920
10089,1,3118937,"13th-Market",9073,0,132920
10089,1,3118938,"13th-Market",9066,0,132920
10089,1,3118939,"13th-Market",9070,0,132920
10089,1,3118940,"13th-Market",9074,0,132920
10089,1,3118941,"13th-Market",9075,0,132920
10089,1,3118942,"13th-Market",9076,0,132920
10089,1,3118943,"13th-Market",9084,0,132920
10089,1,3118944,"13th-Market",9069,0,132920
10089,1,3118945,"13th-Market",9073,0,132920
10089,1,3118946,"13th-Market",9070,0,132920
10089,1,3118947,"13th-Market",9075,0,132920
10089,1,3118948,"13th-Market",9076,0,132920
10089,1,3118949,"13th-Market",9084,0,132920
10089,1,3118950,"13th-Market",9069,0,132920
10089,1,3118951,"13th-Market",9073,0,132920
10089,1,3118952,"13th-Market",9075,0,132920
10089,1,3118953,"13th-Market",9076,0,132920
10089,1,3118954,"13th-Market",9084,0,132920
10089,1,3118955,"13th-Market",9073,0,132920
10089,1,3118956,"13th-Market",9076,0,132920
10089,1,3118957,"13th-Market",9084,0,132920
10089,1,3118974,"63rd-Malvern",9053,1,132923
10089,1,3118975,"63rd-Malvern",9051,1,132923
10089,1,3118976,"63rd-Malvern",9054,1,132923
10089,1,3118977,"63rd-Malvern",9052,1,132923
10089,1,3118978,"63rd-Malvern",9055,1,132923
10089,1,3118979,"63rd-Malvern",9053,1,132923
10089,1,3118980,"63rd-Malvern",9056,1,132923
10089,1,3118981,"63rd-Malvern",9057,1,132923
10089,1,3118982,"63rd-Malvern",9051,1,132923
10089,1,3118983,"63rd-Malvern",9058,1,132923
10089,1,3118984,"63rd-Malvern",9059,1,132923
10089,1,3118985,"63rd-Malvern",9054,1,132923
10089,1,3118986,"63rd-Malvern",9060,1,132923
10089,1,3118987,"63rd-Malvern",9052,1,132923
10089,1,3118988,"63rd-Malvern",9061,1,132923
10089,1,3118989,"63rd-Malvern",9062,1,132923
10089,1,3118990,"63rd-Malvern",9055,1,132923
10089,1,3118991,"63rd-Malvern",9053,1,132923
10089,1,3118992,"63rd-Malvern",9063,1,132923
10089,1,3118993,"63rd-Malvern",9056,1,132923
10089,1,3118994,"63rd-Malvern",9064,1,132923
10089,1,3118995,"63rd-Malvern",9057,1,132923
10089,1,3118996,"63rd-Malvern",9051,1,132923
10089,1,3118997,"63rd-Malvern",9058,1,132923
10089,1,3118998,"63rd-Malvern",9059,1,132923
10089,1,3118999,"63rd-Malvern",9060,1,132923
10089,1,3119000,"63rd-Malvern",9052,1,132923
10089,1,3119001,"63rd-Malvern",9061,1,132923
10089,1,3119002,"63rd-Malvern",9062,1,132923
10089,1,3119003,"63rd-Malvern",9055,1,132923
10089,1,3119004,"63rd-Malvern",9053,1,132923
10089,1,3119005,"63rd-Malvern",9063,1,132923
10089,1,3119006,"63rd-Malvern",9064,1,132923
10089,1,3119007,"63rd-Malvern",9057,1,132923
10089,1,3119008,"63rd-Malvern",9065,1,132923
10089,1,3119009,"63rd-Malvern",9054,1,132923
10089,1,3119010,"63rd-Malvern",9060,1,132923
10089,1,3119011,"63rd-Malvern",9061,1,132923
10089,1,3119012,"63rd-Malvern",9062,1,132923
10089,1,3119013,"63rd-Malvern",9055,1,132923
10089,1,3119014,"63rd-Malvern",9053,1,132923
10089,1,3119015,"63rd-Malvern",9066,1,132923
10089,1,3119016,"63rd-Malvern",9064,1,132923
10089,1,3119017,"63rd-Malvern",9065,1,132923
10089,1,3119018,"63rd-Malvern",9067,1,132923
10089,1,3119019,"63rd-Malvern",9060,1,132923
10089,1,3119020,"63rd-Malvern",9061,1,132923
10089,1,3119021,"63rd-Malvern",9068,1,132923
10089,1,3119022,"63rd-Malvern",9069,1,132923
10089,1,3119023,"63rd-Malvern",9053,1,132923
10089,1,3119024,"63rd-Malvern",9066,1,132923
10089,1,3119025,"63rd-Malvern",9070,1,132923
10089,1,3119026,"63rd-Malvern",9065,1,132923
10089,1,3119027,"63rd-Malvern",9067,1,132923
10089,1,3119028,"63rd-Malvern",9071,1,132923
10089,1,3119029,"63rd-Malvern",9072,1,132923
10089,1,3119030,"63rd-Malvern",9068,1,132923
10089,1,3119031,"63rd-Malvern",9069,1,132923
10089,1,3119032,"63rd-Malvern",9073,1,132923
10089,1,3119033,"63rd-Malvern",9066,1,132923
10089,1,3119034,"63rd-Malvern",9070,1,132923
10089,1,3119035,"63rd-Malvern",9074,1,132923
10089,1,3119036,"63rd-Malvern",9075,1,132923
10089,1,3119037,"63rd-Malvern",9071,1,132923
10089,1,3119038,"63rd-Malvern",9076,1,132923
10089,1,3119039,"63rd-Malvern",9072,1,132923
10089,1,3119040,"63rd-Malvern",9068,1,132923
10089,1,3119041,"63rd-Malvern",9077,1,132923
10089,1,3119042,"63rd-Malvern",9069,1,132923
10089,1,3119043,"63rd-Malvern",9078,1,132923
10089,1,3119044,"63rd-Malvern",9073,1,132923
10089,1,3119045,"63rd-Malvern",9079,1,132923
10089,1,3119046,"63rd-Malvern",9066,1,132923
10089,1,3119047,"63rd-Malvern",9080,1,132923
10089,1,3119048,"63rd-Malvern",9070,1,132923
10089,1,3119049,"63rd-Malvern",9081,1,132923
10089,1,3119050,"63rd-Malvern",9074,1,132923
10089,1,3119051,"63rd-Malvern",9082,1,132923
10089,1,3119052,"63rd-Malvern",9075,1,132923
10089,1,3119053,"63rd-Malvern",9083,1,132923
10089,1,3119054,"63rd-Malvern",9071,1,132923
10089,1,3119055,"63rd-Malvern",9076,1,132923
10089,1,3119056,"63rd-Malvern",9072,1,132923
10089,1,3119057,"63rd-Malvern",9084,1,132923
10089,1,3119058,"63rd-Malvern",9077,1,132923
10089,1,3119059,"63rd-Malvern",9069,1,132923
10089,1,3119060,"63rd-Malvern",9078,1,132923
10089,1,3119061,"63rd-Malvern",9073,1,132923
10089,1,3119062,"63rd-Malvern",9079,1,132923
10089,1,3119063,"63rd-Malvern",9066,1,132923
10089,1,3119064,"63rd-Malvern",9080,1,132923
10089,1,3119065,"63rd-Malvern",9070,1,132923
10089,1,3119066,"63rd-Malvern",9081,1,132923
10089,1,3119067,"63rd-Malvern",9074,1,132923
10089,1,3119068,"63rd-Malvern",9082,1,132923
10089,1,3119069,"63rd-Malvern",9075,1,132923
10089,1,3119070,"63rd-Malvern",9083,1,132923
10089,1,3119071,"63rd-Malvern",9071,1,132923
10089,1,3119072,"63rd-Malvern",9076,1,132923
10089,1,3119073,"63rd-Malvern",9072,1,132923
10089,1,3119074,"63rd-Malvern",9084,1,132923
10089,1,3119075,"63rd-Malvern",9069,1,132923
10089,1,3119076,"63rd-Malvern",9073,1,132923
10089,1,3119077,"63rd-Malvern",9066,1,132923
10089,1,3119078,"63rd-Malvern",9070,1,132923
10089,1,3119079,"63rd-Malvern",9074,1,132923
10089,1,3119080,"63rd-Malvern",9075,1,132923
10089,1,3119081,"63rd-Malvern",9076,1,132923
10089,1,3119082,"63rd-Malvern",9084,1,132923
10089,1,3119083,"63rd-Malvern",9069,1,132923
10089,1,3119084,"63rd-Malvern",9073,1,132923
10089,1,3119085,"63rd-Malvern",9070,1,132923
10089,1,3119086,"63rd-Malvern",9075,1,132923
10089,1,3119087,"63rd-Malvern",9076,1,132923
10089,1,3119088,"63rd-Malvern",9084,1,132923
10089,1,3119089,"63rd-Malvern",9069,1,132923
10089,1,3119090,"63rd-Malvern",9073,1,132923
10089,1,3119091,"63rd-Malvern",9076,1,132923
10089,1,3119092,"63rd-Malvern",9073,1,132923
10089,1,3119093,"63rd-Malvern",9075,1,132923
10089,1,3119094,"63rd-Malvern",9084,1,132923
10089,1,3119095,"63rd-Malvern",9076,1,132923
10089,1,3119096,"63rd-Malvern",9084,1,132923
10089,1,3119097,"63rd-Malvern",9054,1,132923
10089,1,3160269,"40th-Market",9051,0,132922
10089,1,3160270,"40th-Market",9052,0,132922
10089,1,3160271,"40th-Market",9051,0,132922
10089,1,3160272,"40th-Market",9052,0,132922
10089,1,3160273,"40th-Market",9051,0,132922
10089,1,3160274,"40th-Market",9052,0,132922
10089,1,3160275,"40th-Market",9051,0,132922
10089,1,3160276,"40th-Market",9052,0,132922
10089,1,3160277,"63rd-Malvern",9051,1,132925
10089,1,3160278,"63rd-Malvern",9052,1,132925
10089,1,3160279,"63rd-Malvern",9051,1,132925
10089,1,3160280,"63rd-Malvern",9052,1,132925
10089,1,3160281,"63rd-Malvern",9051,1,132925
10089,1,3160282,"63rd-Malvern",9052,1,132925
10089,1,3160283,"63rd-Malvern",9051,1,132925
10089,1,3160284,"63rd-Malvern",9052,1,132925
10089,1,3160285,"63rd-Malvern",9051,1,132923
10089,1,3160286,"63rd-Malvern",9052,1,132923
10089,1,3160287,"63rd-Malvern",9051,1,132923
10089,1,3160288,"63rd-Malvern",9052,1,132923
10089,1,3160289,"63rd-Malvern",9051,1,132923
10089,1,3160290,"63rd-Malvern",9052,1,132923
10089,1,3160291,"63rd-Malvern",9051,1,132923
10089,1,3160292,"63rd-Malvern",9052,1,132923
10089,1,3160293,"13th-Market",9051,0,132920
10089,1,3160294,"13th-Market",9052,0,132920
10089,1,3160295,"13th-Market",9051,0,132920
10089,1,3160296,"13th-Market",9052,0,132920
10089,1,3160297,"13th-Market",9051,0,132920
10089,1,3160298,"13th-Market",9052,0,132920
10089,1,3160299,"13th-Market",9051,0,132920
10089,1,3160300,"13th-Market",9052,0,132920
10091,1,3119706,"40th-Market",8100,0,132953
10091,1,3119707,"13th-Market",8100,0,132952
10091,1,3119708,"13th-Market",8101,0,132952
10091,1,3119709,"13th-Market",8102,0,132951
10091,1,3119710,"13th-Market",8103,0,132951
10091,1,3119711,"13th-Market",8104,0,132951
10091,1,3119712,"13th-Market",8100,0,132951
10091,1,3119713,"13th-Market",8101,0,132951
10091,1,3119714,"13th-Market",8105,0,132951
10091,1,3119715,"13th-Market",8102,0,132951
10091,1,3119716,"13th-Market",8106,0,132951
10091,1,3119717,"13th-Market",8103,0,132951
10091,1,3119718,"13th-Market",8107,0,132951
10091,1,3119719,"13th-Market",8104,0,132951
10091,1,3119720,"13th-Market",8108,0,132951
10091,1,3119721,"13th-Market",8100,0,132951
10091,1,3119722,"13th-Market",8109,0,132951
10091,1,3119723,"13th-Market",8110,0,132951
10091,1,3119724,"13th-Market",8101,0,132951
10091,1,3119725,"13th-Market",8111,0,132951
10091,1,3119726,"13th-Market",8112,0,132951
10091,1,3119727,"13th-Market",8105,0,132951
10091,1,3119728,"13th-Market",8113,0,132951
10091,1,3119729,"13th-Market",8102,0,132951
10091,1,3119730,"13th-Market",8114,0,132951
10091,1,3119731,"13th-Market",8106,0,132951
10091,1,3119732,"13th-Market",8115,0,132951
10091,1,3119733,"13th-Market",8103,0,132951
10091,1,3119734,"13th-Market",8107,0,132951
10091,1,3119735,"13th-Market",8104,0,132951
10091,1,3119736,"13th-Market",8108,0,132951
10091,1,3119737,"13th-Market",8100,0,132951
10091,1,3119738,"13th-Market",8109,0,132951
10091,1,3119739,"13th-Market",8110,0,132951
10091,1,3119740,"13th-Market",8101,0,132951
10091,1,3119741,"13th-Market",8111,0,132951
10091,1,3119742,"13th-Market",8112,0,132951
10091,1,3119743,"13th-Market",8113,0,132951
10091,1,3119744,"13th-Market",8102,0,132951
10091,1,3119745,"13th-Market",8114,0,132951
10091,1,3119746,"13th-Market",8115,0,132951
10091,1,3119747,"13th-Market",8103,0,132951
10091,1,3119748,"13th-Market",8104,0,132951
10091,1,3119749,"13th-Market",8100,0,132951
10091,1,3119750,"13th-Market",8110,0,132951
10091,1,3119751,"13th-Market",8101,0,132951
10091,1,3119752,"13th-Market",8112,0,132951
10091,1,3119753,"13th-Market",8113,0,132951
10091,1,3119754,"13th-Market",8102,0,132951
10091,1,3119755,"13th-Market",8114,0,132951
10091,1,3119756,"13th-Market",8115,0,132951
10091,1,3119757,"13th-Market",8103,0,132951
10091,1,3119758,"13th-Market",8104,0,132951
10091,1,3119759,"13th-Market",8100,0,132951
10091,1,3119760,"13th-Market",8110,0,132951
10091,1,3119761,"13th-Market",8101,0,132951
10091,1,3119762,"13th-Market",8116,0,132951
10091,1,3119763,"13th-Market",8113,0,132951
10091,1,3119764,"13th-Market",8102,0,132951
10091,1,3119765,"13th-Market",8114,0,132951
10091,1,3119766,"13th-Market",8115,0,132951
10091,1,3119767,"13th-Market",8125,0,132951
10091,1,3119768,"13th-Market",8126,0,132951
10091,1,3119769,"13th-Market",8122,0,132951
10091,1,3119770,"13th-Market",8127,0,132951
10091,1,3119771,"13th-Market",8123,0,132951
10091,1,3119772,"13th-Market",8128,0,132951
10091,1,3119773,"13th-Market",8116,0,132951
10091,1,3119774,"13th-Market",8113,0,132951
10091,1,3119775,"13th-Market",8124,0,132951
10091,1,3119776,"13th-Market",8117,0,132951
10091,1,3119777,"13th-Market",8114,0,132951
10091,1,3119778,"13th-Market",8115,0,132951
10091,1,3119779,"13th-Market",8118,0,132951
10091,1,3119780,"13th-Market",8125,0,132951
10091,1,3119781,"13th-Market",8126,0,132951
10091,1,3119782,"13th-Market",8119,0,132951
10091,1,3119783,"13th-Market",8122,0,132951
10091,1,3119784,"13th-Market",8120,0,132951
10091,1,3119785,"13th-Market",8127,0,132951
10091,1,3119786,"13th-Market",8121,0,132951
10091,1,3119787,"13th-Market",8123,0,132951
10091,1,3119788,"13th-Market",8128,0,132951
10091,1,3119789,"13th-Market",8116,0,132951
10091,1,3119790,"13th-Market",8113,0,132951
10091,1,3119791,"13th-Market",8124,0,132951
10091,1,3119792,"13th-Market",8117,0,132951
10091,1,3119793,"13th-Market",8114,0,132951
10091,1,3119794,"13th-Market",8115,0,132951
10091,1,3119795,"13th-Market",8118,0,132951
10091,1,3119796,"13th-Market",8125,0,132951
10091,1,3119797,"13th-Market",8126,0,132951
10091,1,3119798,"13th-Market",8119,0,132951
10091,1,3119799,"13th-Market",8122,0,132951
10091,1,3119800,"13th-Market",8120,0,132951
10091,1,3119801,"13th-Market",8127,0,132951
10091,1,3119802,"13th-Market",8121,0,132951
10091,1,3119803,"13th-Market",8128,0,132951
10091,1,3119804,"13th-Market",8116,0,132951
10091,1,3119805,"13th-Market",8117,0,132951
10091,1,3119806,"13th-Market",8118,0,132951
10091,1,3119807,"13th-Market",8119,0,132951
10091,1,3119808,"13th-Market",8120,0,132951
10091,1,3119809,"13th-Market",8121,0,132951
10091,1,3119810,"13th-Market",8116,0,132951
10091,1,3119811,"13th-Market",8117,0,132951
10091,1,3119812,"13th-Market",8118,0,132951
10091,1,3119813,"13th-Market",8119,0,132951
10091,1,3119814,"13th-Market",8120,0,132951
10091,1,3119815,"13th-Market",8121,0,132951
10091,1,3119816,"13th-Market",8117,0,132951
10091,1,3119817,"13th-Market",8118,0,132951
10091,1,3119818,"13th-Market",8119,0,132951
10091,1,3119819,"13th-Market",8120,0,132951
10091,1,3119820,"13th-Market",8121,0,132951
10091,1,3119821,"13th-Market",8119,0,132951
10091,1,3119822,"13th-Market",8120,0,132951
10091,1,3119823,"13th-Market",8121,0,132951
10091,1,3119824,"13th-Market",8119,0,132951
10091,1,3119825,"13th-Market",8120,0,132951
10091,1,3119826,"Darby Trans Ctr",8100,1,132957
10091,1,3119827,"Darby Trans Ctr",8100,1,132955
10091,1,3119828,"Darby Trans Ctr",8101,1,132955
10091,1,3119829,"Darby Trans Ctr",8102,1,132955
10091,1,3119830,"Darby Trans Ctr",8103,1,132955
10091,1,3119831,"Darby Trans Ctr",8104,1,132955
10091,1,3119832,"Darby Trans Ctr",8100,1,132955
10091,1,3119833,"Darby Trans Ctr",8101,1,132955
10091,1,3119834,"Darby Trans Ctr",8105,1,132955
10091,1,3119835,"Darby Trans Ctr",8102,1,132955
10091,1,3119836,"Darby Trans Ctr",8106,1,132955
10091,1,3119837,"Darby Trans Ctr",8103,1,132955
10091,1,3119838,"Darby Trans Ctr",8107,1,132955
10091,1,3119839,"Darby Trans Ctr",8104,1,132955
10091,1,3119840,"Darby Trans Ctr",8108,1,132955
10091,1,3119841,"Darby Trans Ctr",8100,1,132955
10091,1,3119842,"Darby Trans Ctr",8109,1,132955
10091,1,3119843,"Darby Trans Ctr",8110,1,132955
10091,1,3119844,"Darby Trans Ctr",8101,1,132955
10091,1,3119845,"Darby Trans Ctr",8111,1,132955
10091,1,3119846,"Darby Trans Ctr",8112,1,132955
10091,1,3119847,"Darby Trans Ctr",8105,1,132955
10091,1,3119848,"Darby Trans Ctr",8113,1,132955
10091,1,3119849,"Darby Trans Ctr",8102,1,132955
10091,1,3119850,"Darby Trans Ctr",8114,1,132955
10091,1,3119851,"Darby Trans Ctr",8106,1,132955
10091,1,3119852,"Darby Trans Ctr",8115,1,132955
10091,1,3119853,"Darby Trans Ctr",8103,1,132955
10091,1,3119854,"Darby Trans Ctr",8107,1,132955
10091,1,3119855,"Darby Trans Ctr",8104,1,132955
10091,1,3119856,"Darby Trans Ctr",8108,1,132955
10091,1,3119857,"Darby Trans Ctr",8100,1,132955
10091,1,3119858,"Darby Trans Ctr",8109,1,132955
10091,1,3119859,"Darby Trans Ctr",8110,1,132955
10091,1,3119860,"Darby Trans Ctr",8101,1,132955
10091,1,3119861,"Darby Trans Ctr",8111,1,132955
10091,1,3119862,"Darby Trans Ctr",8112,1,132955
10091,1,3119863,"Darby Trans Ctr",8113,1,132955
10091,1,3119864,"Darby Trans Ctr",8102,1,132955
10091,1,3119865,"Darby Trans Ctr",8114,1,132955
10091,1,3119866,"Darby Trans Ctr",8115,1,132955
10091,1,3119867,"Darby Trans Ctr",8103,1,132955
10091,1,3119868,"Darby Trans Ctr",8104,1,132955
10091,1,3119869,"Darby Trans Ctr",8100,1,132955
10091,1,3119870,"Darby Trans Ctr",8110,1,132955
10091,1,3119871,"Darby Trans Ctr",8101,1,132955
10091,1,3119872,"Darby Trans Ctr",8112,1,132955
10091,1,3119873,"Darby Trans Ctr",8113,1,132955
10091,1,3119874,"Darby Trans Ctr",8102,1,132955
10091,1,3119875,"Darby Trans Ctr",8114,1,132955
10091,1,3119876,"Darby Trans Ctr",8115,1,132955
10091,1,3119877,"Darby Trans Ctr",8103,1,132955
10091,1,3119878,"Darby Trans Ctr",8104,1,132955
10091,1,3119879,"Darby Trans Ctr",8100,1,132955
10091,1,3119880,"Darby Trans Ctr",8110,1,132955
10091,1,3119881,"Darby Trans Ctr",8101,1,132955
10091,1,3119882,"Darby Trans Ctr",8116,1,132955
10091,1,3119883,"Darby Trans Ctr",8113,1,132955
10091,1,3119884,"Darby Trans Ctr",8102,1,132955
10091,1,3119885,"Darby Trans Ctr",8114,1,132955
10091,1,3119886,"Darby Trans Ctr",8115,1,132955
10091,1,3119887,"Darby Trans Ctr",8125,1,132955
10091,1,3119888,"Darby Trans Ctr",8126,1,132955
10091,1,3119889,"Darby Trans Ctr",8122,1,132955
10091,1,3119890,"Darby Trans Ctr",8127,1,132955
10091,1,3119891,"Darby Trans Ctr",8123,1,132955
10091,1,3119892,"Darby Trans Ctr",8128,1,132955
10091,1,3119893,"Darby Trans Ctr",8116,1,132955
10091,1,3119894,"Darby Trans Ctr",8113,1,132955
10091,1,3119895,"Darby Trans Ctr",8124,1,132955
10091,1,3119896,"Darby Trans Ctr",8117,1,132955
10091,1,3119897,"Darby Trans Ctr",8114,1,132955
10091,1,3119898,"Darby Trans Ctr",8115,1,132955
10091,1,3119899,"Darby Trans Ctr",8118,1,132955
10091,1,3119900,"Darby Trans Ctr",8125,1,132955
10091,1,3119901,"Darby Trans Ctr",8126,1,132955
10091,1,3119902,"Darby Trans Ctr",8119,1,132955
10091,1,3119903,"Darby Trans Ctr",8122,1,132955
